,index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
0,patient1_A10,0.025184227750021382,-0.05009788825411505,-0.015873658876370194,0.006973618924640628,-0.009344660357268194,0.032300634000486904,-0.013880567027237493,0.010213398856296067,0.01843081803133683,0.07664735579097604,-0.0230854190087095,-0.002614970864384979,-0.054696695917576546,0.01734585307796895,-0.041707175003708886,-0.06434948325106521,-0.02618572754669417,0.009306496774779465,-0.04382699655989421,-0.028066183263588732,-0.024127635543553988,0.021004170651923657,-0.02531579355005205,-0.08509356400514691,0.0028583477083103537,-0.01874324547896422,-0.07841434230674665,-0.10066554136595458,-0.0018431684292763626,-0.03371812293023757,0.03320896333050516,0.05482429753133246,0.04581553275644089,-0.00357715821775663,-0.01278136960028868,-0.014007217965445054,0.016941822957490787,-0.02024222844166935,0.010642295765962801,0.005380090023926827,0.01397237177367963,-0.03904927396207454,0.0031693387676374157,-0.02920211273935963,-0.01615566337816703,-0.018777494827724513,0.020871308456355236,-0.014802432393109187,0.018275202202092253,-0.004595414668275025
1,patient1_A12,0.04031761692516188,0.03921682589293041,-0.03352988667693481,0.0031555769539590942,-0.007543797641779589,0.003332608558329059,-0.0069076395516392474,0.020549031070576776,-0.01262641557044554,-0.025884303459377717,-0.026201396385823895,-0.008501463637113774,-0.0189738448256485,0.01725441502540799,-0.0073313935722718795,-0.039020676405961296,0.03674862352401533,-0.05467854464954643,-0.007526544915653007,-0.0010430011557468,-0.03554588462384501,0.03924445184274264,0.005293177641226187,0.009766706418845344,0.006286666314711774,-0.004732206269536166,-0.000363732269430237,0.0006699010114080107,0.01764609557209713,0.01831789886881141,-0.003295540896592774,-0.014290725272095134,-0.005270910300203005,-0.010000974831815791,-0.0051676635518789595,0.009315170190499772,0.0044255649856066465,0.0017896695225179738,0.018577435126143932,0.0015148241177102453,-0.010960645623365578,0.009325516564172591,-0.011911775219739209,0.0015388465637970476,-0.004720791613172826,-0.008626432870155217,-0.007712377733927517,-0.0014419040928633814,0.02286099033682082,0.003444874622632977
2,patient1_A13,0.026920047890812784,-0.00443766279595802,0.08520132792737667,0.044718184154666024,-0.04972820160045315,-0.011627595082425229,-0.0018695094217287666,0.039678527046806925,-0.041749492719498446,-0.032247715270855376,-0.026851789113523008,-0.04278197598984274,-0.015826953405790472,0.009036179338058347,0.006209837743023107,-0.009779981174849293,-0.001985948023816057,-0.012880527517268375,-0.009200258945445067,0.004597833683968753,0.008237145059542652,0.006675030878202594,-0.017204971605782497,-0.009053995545288993,0.02727205994701963,0.007028579441250766,0.00976837945839387,0.004021928706899196,-0.013010962107780863,0.0004599524150299891,0.011722098821853134,-0.002732691525659994,0.006569313511420703,0.001965125341869497,0.029637098872576876,0.011628341721111603,-0.01599145520057414,0.023404842435531162,0.01155380843149205,-0.0073156168537576866,0.01901211357053273,-0.008017550979304292,0.012188577191375623,-0.009789376086148709,-0.016595792770355444,-0.004959852518677979,0.0036549962062489096,-0.003228529613868559,-0.008117543008171746,-0.0004125194026071777
3,patient1_A15,0.02895180459546371,-0.002175635584763522,0.0775456150780639,0.03929047669447805,-0.04059347285132916,0.0028281927063189376,-0.007472641080398685,0.026493190709073692,-0.01882947420765537,-0.017319581995932348,-0.011359558731984281,-0.015095073020962302,-0.019780771441096735,-0.0009872413779174942,-0.014762135167417516,-0.00184869085173714,-0.0017975111514990547,-0.014386851902060644,0.006003527330539121,0.004210735843756169,-0.014920069933779399,0.004813875225025445,-0.00722640750619678,-0.00969894936269476,0.003927335338910127,-0.009214402706663174,0.015209126973667692,0.017981265805051695,-0.017046745107791646,0.01755030359251776,0.009743966041035279,-0.024753758236577314,0.006638900355325321,0.027260445820846062,-0.005624656131167123,0.006544896941386587,0.014141313868049525,-0.0016693016673157337,-0.00374107049824081,0.0113670193130248,9.212920342474977e-05,-0.011005021670306455,-0.006187124063844614,0.007032361518754861,-0.03772532102021305,-0.008917414258260672,-0.008756781458333333,0.021270450767622278,0.009290269040138369,0.014589290226337943
4,patient1_A17,0.029660933278511416,-0.0030866746672181962,0.061091738305540426,0.02715668260851757,-0.030920374165315234,-0.00727581272252642,0.004411993162633965,-0.0029785980693764324,-0.010381369516520205,0.03145934727128961,0.022234294928241666,0.036209207418694024,-0.01254714365795328,-0.03282161610255047,-0.0060963450766526005,-0.025690815038558266,0.010236783923779007,-0.0209229915844221,-0.025422650985812936,-0.02400378308369795,0.0139738657723862,-0.010456904137988242,-0.02610178718852608,0.0022656425267003413,-0.02550058471389118,0.017360289019878586,-0.03888477603415861,-0.0022524130940319276,0.05456609660648121,-0.015896220271741552,0.0070066687690942195,-0.039124372896749735,0.021745048053893042,-0.023183962534407864,-0.010781015671951995,-0.00040692606790547915,0.012641669329805634,-0.019418274416337672,-0.00811673944914924,-0.021429345603948685,-0.012770807352414327,0.03005415592633771,0.010381250171048566,-0.035331938712941935,0.00032972447247328894,0.0506837884913097,0.014985782077931819,-0.03136145720982082,-0.005993381693868896,0.007991445185889755
5,patient1_A18,0.029409481368301415,-0.0010536223858171971,0.07817988326435867,0.042499225689149614,-0.042738158768913626,0.00032165125304700615,-0.005403607188376625,0.02422108747536774,-0.023625669438401744,-0.01407217866838888,-0.010745027655611453,-0.014785632425698735,-0.005106767276254908,-0.009939859853865987,-0.01567350706035965,0.021217953909211502,0.002348462386885342,0.01130800457395052,0.006537307545270141,0.02132510944354482,0.019740726343155258,0.009875986128412189,0.005873460809984335,0.0003180542350881937,0.015290433982553576,0.0007712310045428504,-0.001020014727182844,-0.02356783991310887,0.004223593023476241,-0.0002575698062421275,0.0007229259424373817,-0.0034913982581851752,0.026590335357473367,-0.017773468994821934,0.010541764935943668,-0.008095005250310263,0.0030374067392620664,0.03027697502680363,0.009590359342093308,0.00801132748778838,-0.001404297704463779,0.023047001093342706,0.002664113617535046,0.0024379049462260236,0.008779856317608591,0.0018851806175234189,0.015225282097937587,-0.0050900822237978744,-0.020846428755931245,-0.0010046373565324707
6,patient1_A19,0.03995657642540015,0.019743234263188112,-0.002287752266914023,0.005584393324961318,-0.0007160835631803419,-0.012989555040351375,0.014475726498100472,-0.05453058391170651,0.057084443717865585,-0.005789950742519748,-0.0025393668361007003,-0.009722973462854542,-0.030058372646990305,-0.013963433091389338,-0.05156066483731696,0.0246412315624085,0.017503741609507663,0.0478464581317151,0.01837821008581903,0.013487211038012027,0.03677257505669213,-0.01235598603977572,0.01881861044579599,0.015544107068459623,0.007493318040608718,0.04112881812243815,-0.006319805431846224,-0.053562000489390034,-0.003920614961936236,-0.03251031040154247,-0.010494107623586003,-0.06133350409282577,0.09006601318833447,-0.004129937078105668,0.008119362814440251,0.013054917514877562,0.0007621388062167954,0.007447325786879262,0.045994132502157496,0.016913151847123147,0.011449386067735368,-0.003056893897173765,0.0004038614342646312,0.003906836409036334,-0.005091029758760381,0.013862309358926444,0.011843816517968236,-0.013290895067880745,0.059347321775671896,0.022042726532745954
7,patient1_A20,0.03133430033255942,-0.003917710595682722,0.06440342872550142,0.0252855895166026,-0.02575188015025269,0.006086017126067319,-0.005179524955549797,0.0030362669120433394,-0.00032402445899715193,-0.014734013307081115,-0.018246581508941304,-0.009390691379906474,-0.033660780841476536,-0.03281826838571759,0.00011547374955812916,-0.004328211415286413,0.018493905562200378,-0.03928899056958366,-0.01662822764352917,0.0035604223672440496,-0.001780828238536282,0.007931967168967154,-0.02330236166923241,-0.03691261474250261,-0.007476860058015642,-0.010590058233562231,0.025923342351266754,0.04602111722010063,0.003118506421046251,0.002006394897904746,0.00868207614154924,-0.0064415085477674255,-0.0022528753650163345,0.015272548613255976,0.007680139311163817,-0.015497782008741938,0.014937426233154305,-0.03167529116508577,0.015102836707953562,0.0045863669599419486,0.010130569833208656,-0.03999569415924626,0.009950801026006621,-0.015809409588446826,-0.040048128798521994,0.0022411446902541395,-0.018429009986636814,-0.007806143476675469,-0.023365829341590382,-0.0035184263969574377
8,patient1_A23,0.040716218399460144,0.021761921059207767,-0.01136047781496374,0.0010783609127674176,-0.005568387900834865,-0.007878533459015357,0.004639473583712261,-0.01608856178333297,-0.003815716757099568,-0.01979235162926766,-0.022889222857768756,-0.016045545184227343,-0.062137596915166175,-0.038703479777525605,-0.03445006598688085,0.02450841006189211,0.010044832035497265,2.100832990522056e-05,0.0021764266428463998,0.00880662622807547,0.009944326171411137,0.012131441471315032,-0.00047650195856782825,0.03190078905545551,0.024063923434555986,-0.01259132212589621,0.004815546075404574,-0.01875291620739959,-0.014925363387500116,-0.00522067117299901,0.014623169774954047,-0.018817412933987403,-0.010419987738321068,-0.016422377400806085,-0.03825708407925219,0.00969230477935649,-0.007271751803141741,0.03258642237283451,-0.01605789719242754,-0.008720890500652728,-0.029248587500079595,0.018235716828994393,0.020205121573210107,0.001027351826858181,-0.002629484932639672,-0.01307970142694475,0.017467228503247778,-0.005071589423624381,-0.0004578215817386208,-0.019994818812105172
9,patient1_A24,0.025108314397684572,-0.005808112464418349,0.02740025375282278,-0.016212464948217296,0.04857079186320247,0.06035771709123145,0.16171049755804096,0.011447338164766813,-0.007321988271573292,-0.010479963799950967,-0.012764737590969986,-0.009654860314821528,-0.015843984496533257,-0.013178642780728349,-0.019796699526840295,-0.019944124672455998,0.02131442813828939,-0.0030217773799798807,-0.003980372469511374,-0.004262416932821054,0.009138858817798126,-0.006093260983446487,0.013760932045805158,-0.002325002420819844,-0.002830099784779597,-0.00047695731944940044,0.005188780158788701,-0.0033910335291269453,0.012193800374298534,0.003989230369232052,0.00042333710681602833,-0.004290328602039081,0.017291433063599072,0.014692366379563044,0.01264219201691708,0.004169671225706085,0.01848954149373939,0.00875092764199395,0.007518785984054814,0.0108104143289286,-0.008685941549929414,-0.032684385157712784,-0.007558354491131803,-0.010695286686421373,-0.017959604425548295,0.009159589913706741,0.0002200761848043303,-0.04492119732321628,0.01706681143739928,0.0005560897487519743
10,patient1_A4,0.031550352671506694,-0.002892872055020432,0.06596380476246161,0.02980909760195053,-0.030838238240480615,0.0009774817650766597,-0.004764420142912918,0.0005533246811888631,0.005276992318761157,-0.03260739097530641,-0.03038616716393377,-0.0257085191743841,-0.0292134662578626,0.007457324797566276,0.003207241064882076,-0.0026524793773607916,0.020942279083265413,-0.027369028800275957,-0.023836231030843244,-0.005869437643356163,-0.012485956107548381,0.012824591997127616,-0.005731798820971827,-0.009542308272243406,-0.0010031898395956914,0.0038963057361285696,0.004455792741768333,0.011630176630975823,-0.018352724109103723,-0.008481770580764875,0.011664261143996697,0.009186022430328806,-0.039545616700821025,-0.001876936508250779,-0.007769477672545295,-0.003764179367060186,-0.018213447881577683,0.016468444588217817,0.011147072508235453,-0.017719047659845985,0.003894039388423393,-0.004630843911029802,0.025202300821188933,0.015133812447655774,-0.019538088168481318,-0.00957516656669012,-0.024604566891925108,-0.004162152565812336,-0.013667795053890555,-0.019782073550067596
11,patient1_A5,0.041992018383038746,0.02750111765621017,-0.01841198988849629,0.0018710691534365518,-0.0053799297577908035,-0.0063693839467160104,0.0026027530646515573,-0.019215439078703787,0.00969512469644148,-0.00399142853963208,-0.004060997193011662,-0.016459259889902617,-0.023762101472073135,-0.012971889210502761,0.006737335193723494,-0.009114108398721293,0.024463608877146485,0.012950400426776571,0.008987709784691928,-0.0010320569402234045,0.014371035860971694,0.02520454721214485,0.025676088970741872,0.030611076771942483,-0.012446077021598561,0.0005315333748331755,-0.02041056098716301,-0.013110237033788205,0.04688317691002682,0.01724742998187245,0.011777600082525987,-0.0034914227269447822,0.005402501883286898,-0.012745681294084038,0.004772284094930432,0.00019948514913899115,0.0017119102894623634,0.006044556335813949,-0.0036180489280844465,0.009333747689191114,-0.01253770425208268,0.017608391979656746,-0.007485937926631271,-0.01921361989514998,-0.011590389055363476,0.0163222219465096,-0.0071359410482355334,0.002802778000692249,-0.0011979367040131838,0.01643372262776778
12,patient1_A6,0.042762818135818594,0.03418396567760488,-0.028312714481002574,0.002612331677416564,-0.007881696828072226,0.011199131505702882,-0.009551287648120183,0.026267854077687114,-0.03123699099983522,0.006636720186257401,0.009030937001105263,-0.004430786822870912,-0.0069840044323721635,-0.04985640786000616,-0.019263239374382665,0.013268391508861832,0.006409915363963539,0.05170873160107694,0.028728206076355487,-0.016954707336827763,-0.008391903423147853,0.019157273755807454,0.034780085248871793,0.02167308607711061,-0.005023538121764461,-0.007305492624254733,-0.012712606306326044,0.012932510670270299,0.02295760148963216,0.016123526817031216,-0.0021965894682216772,0.012453468101747387,-0.013550745456306693,0.0033690941703304065,-0.01930843260366735,0.005332370090605514,0.002045762634925207,0.002115135828523217,-0.004274172231325807,-0.02017603787453144,0.01670544459763333,-0.003076825825591565,0.015686505836425422,0.02070254937778839,0.017344253152464174,0.0032115053441877307,0.004401405933693769,0.021486855689135113,-0.009107758555368915,0.0012096138817018333
13,patient1_A8,0.04007109471108025,0.024900210451426836,-0.016385531141120478,0.0011605602605601665,-0.004198516013059207,-0.002008466535507261,0.0008639132842083455,-0.01884083832897305,0.016249994754907942,-0.016918296051392976,-0.02407078156899347,-0.0005547976864942861,-0.02033237286997797,-0.01051859741830788,0.017313399753080033,-0.023724068859288124,0.053848489133365325,-0.0218753585331849,-0.009668839691085661,-0.0020496001983326415,0.007994032109644994,0.02580101782898762,0.006446718506094057,-0.01632498567191014,0.019387149215517208,0.03829768109403535,-0.037702828112097096,0.010912299988568613,0.031539654764038604,0.01146283542527854,-0.013940084560050968,-0.003955162009075503,0.008119131465917325,0.0038939159782288508,0.02478165253990871,0.01751835306446473,-0.0026771442982026533,-0.030846647966235055,0.0009738699221375888,0.023025696615616275,0.004680604982357754,0.050561383820892127,-0.04561807585653323,-0.019714447903541876,0.023833835042094333,0.022405259615440647,-0.0025438073501485104,-0.006644599628400807,-0.0043810204626859375,-0.004759999940711722
