,index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
0,patient5_A12,0.029030197697062277,-0.011439783721295583,0.09394605115052458,-0.08707548673121784,-0.05661045244218078,0.014485906216636087,0.0006864871050629371,0.023864477744935015,-0.03726148225753098,0.05027599235373345,0.033453391107250326,0.013085406399532436,0.06999645172499454,0.01294498800549399,-0.025512539288203993,0.020735697692183256,-0.015321539241508536,-0.016379029471737364,-0.015774124790021715,0.03706228055802596,-0.014686962871757,-0.013224007760753944,-0.010107354767534079,-0.002939315904536512,0.018243895577059306,0.02139253349744259,-0.017503868211596378,0.018348120840862917,0.003809950589166413,0.007217025990284715,0.021568530731809473,-0.0016776333729769737,-0.0019649401497929624,0.002147190366292346,0.0006365690519137689,0.015083794176726282,-0.01519787108013963,-0.008051306588138294,-0.018614157989770074,-0.010234799936641463,0.0211388203937937,0.00476176967043489,0.010431679572249077,-0.007625018617502305,-0.01895504412833835,0.0005818216857233332,-0.0019015141870977106,0.015658742958600817,-0.012766317002802844,0.0080709096692661
1,patient5_A14,0.04554374308507678,0.04320231425616716,-0.016917524721838016,-0.011803207803282508,-0.03541440358101993,0.025282820807137462,-0.01472239835096959,-0.0011020730699472328,0.00751159702934294,0.014976941766284998,-0.033052878303033294,-0.004712920824507521,-0.026935637498327402,-0.0049553074615826765,0.003395035672012154,-0.02547098278458825,0.02431370521336587,-0.026826160309700087,-0.005642311605246082,-0.018257616118755433,0.017207511226358885,0.011858282190461776,0.0054449295296436625,-0.0029712886294935297,-0.009691581980937428,-0.0045674358712817775,0.005312834050935378,0.03348133832308456,-0.019101750456275785,-0.021395246434633208,0.008232140099931616,0.0013920139925108145,-0.0011373147293943253,0.01803118995313366,0.009498732208970368,0.001975823981509945,-0.01870106329275027,-0.007314772069258206,-0.01627689709003338,0.0056398725030572935,-0.027084447783259653,0.002016289748487894,-0.011072474621930374,-0.006623677427802326,0.027331187377567685,-0.004732059824169699,-0.00365351386546743,0.0229825786676663,0.01670640931440448,-0.008588835453892597
2,patient5_A20,0.04296423430694052,0.015989493228950404,0.004823100442441941,-0.007566806750388002,-0.01490123633164348,0.06478197662425106,-0.031113314332318405,-0.013699561938953313,0.04122864134880606,-0.08791179527258706,-0.04790825593113144,0.046466466840439605,0.00013372605082280625,-0.011145789219770521,-0.006422361978884444,0.016066599470581287,-0.004035938100435834,-0.03780711577666756,-0.0029300111898467496,0.013603872337830366,0.02499262903954285,0.013133516306972928,0.020340204347955772,-0.014595018548281664,0.020565693534016726,-0.013059576978134329,-0.0023964579760162624,-0.010274416819079263,0.018848415842031754,0.014494541416860171,-0.002672262920197327,0.00420831001456453,-0.0011667955689292058,-0.019144879145547637,0.023899807820350432,0.051161771653644016,-0.01764696865001239,-0.01905855750789937,-0.008971792503193294,0.009984046526643546,-0.007934036939974314,-0.0494694633698023,0.04679102529205877,-0.024179230074945907,-0.011293713070295091,0.03259873857636257,0.016577236090521225,-0.018138314684146877,0.00468586469140137,-0.025828114124664018
3,patient5_A22,0.042328757646432354,0.014607090582102127,-0.005596404441816454,-0.00345284573569693,-0.014140512062482454,0.025375277629049994,-0.016082720809566152,-0.02351428375361527,0.022276787586625865,-0.027121633872270547,-0.04966749881121363,0.021720898953458724,-0.030144743587270113,-0.012289982103155211,0.018331630337400776,0.05533741188556044,0.009740278697060125,0.007335931589105175,-0.024663233992260933,0.03652045493440912,-0.0002600707542467245,0.0020425405360573645,0.02431515524729579,0.008155082746481149,-0.009079301478934583,-0.07869108273089945,0.04528662039999181,0.0751923565328319,0.0240627498946121,0.045319533956398955,-0.10621307907813358,-0.022453806792206765,0.04112208983628709,0.004470143210989407,-0.12522290174165956,0.04327225120105816,-0.010970765391410765,-0.015563678694070788,0.02196737163529066,0.0536843912919221,0.07560561448848446,-0.06038196375167002,-0.0367952471039648,-0.029929677015218946,0.048593431737381156,0.07432823771147813,0.043802117302167494,0.00012239102221962494,-0.0015310941880402513,-0.04379980338761485
4,patient5_A4,0.04508180713429461,0.03896624453276761,-0.016470156294640218,-0.006506775128331692,-0.02167663517502727,0.028133083995389607,-0.012255624043646024,-0.00018276701914338167,-0.003703105640842139,-0.016828185669075114,-0.007473572857903257,0.002765006166408254,-0.008290795132219057,0.0003771093201655797,0.007513953765232071,-0.017518579130106255,0.004150086124898182,-0.02645404825374071,-0.015161282317032438,-0.012739435890302055,0.033778208924996854,0.015446650772084222,-0.0031956377261577397,-0.017003570640959465,-0.004676194444640437,0.007170967167611781,-0.008098876006821796,0.010827680487073815,-0.0015468580535237717,-0.009418357627593719,0.0010836139774458037,0.023267113092451046,0.008206329028684404,-0.0003495518598122057,-0.013887239380218413,-0.01768999812487064,-0.0071877038211373995,-0.009902105952249336,-0.014870672677886788,0.003627527158736029,0.018004726707838103,0.01704522700116768,-0.013840619821874662,-0.000259588427541999,0.0053571609238290616,-0.00735289643150807,-0.006932261399969135,0.017037919397848073,0.02218438012796596,0.021705028067102877
5,patient5_A5,0.02368936909552143,-0.010693985820208645,0.05660278107892831,0.14478180263500648,-0.11630632795985874,0.03086336399364692,-0.009665518308920873,0.00019208094353878602,0.000583305992980801,0.03905931241032866,-0.020296720244804514,0.004624123363166401,-0.029116008998432766,-0.015817716619613655,-0.011055480167395607,-0.0101066193071272,0.001961334147468105,-0.02853135270442967,-0.006033323835628974,-0.007787832546750647,0.027761644162374283,0.02772641245446997,-0.029751824324676948,-0.024780407767214938,-0.02090034244831327,-0.04591308553057203,0.024019570117488686,-0.07588302112931657,0.007582442350216636,-0.00487873987124732,-0.010099077471555688,-0.012033232835598876,-0.009733775637392902,0.003691266373704055,0.014440192244233813,0.018493097737177718,-0.028466738446561703,0.016358172061041665,-0.027308441345089633,-0.04014988760358749,0.013423062835826081,0.014730127271741831,-0.004196763997083036,0.023655792045980516,0.03520812361365933,-0.034021102705596315,0.004707915438976052,-0.01777289430449334,-0.008777566369327435,-0.002896781780116623
6,patient5_A6,0.030263208615615586,-0.00826060230557636,0.08851825900311522,-0.08511361584153199,-0.054380014300270285,0.022428315628180318,-0.007055813691020686,0.025855980824352143,-0.03381346408281628,0.05689762232620661,0.021725288044086234,0.03659060403225507,0.0446118723237313,0.02947521202400669,-0.022193867566484667,0.010311210399388239,-0.03526302871999637,-0.024483087154453895,0.006228672384604186,-0.004723061949957531,-0.013078559494883596,0.03299370873457257,-0.001189284731825264,0.02532432649523037,-0.02647977787102106,-0.05426382853343226,0.02075830121126811,-0.005735427758042243,-0.0062755557260496826,-0.008394951716458002,-0.00822391941741399,-0.05124433081558851,0.009516558510253266,0.014936700677094494,0.007292554131034758,-0.010445251677430092,-0.02665936905463771,0.014539749296034998,-0.02606078351514215,0.020564136792154925,-0.01985028816668997,-0.010552631776829547,0.04082778903051982,-0.0371124609865918,-0.005963987496223711,0.0006648801208724036,-0.03857356114651622,-0.016106305996175678,0.018411420976684693,-0.02046742478022401
7,patient5_B1,0.045890595286018125,0.03867904781265027,-0.015365843373955692,-0.007719617726851491,-0.01947962419065368,0.017444977829334407,-0.008494052095560756,0.005594394293505153,0.01155601258683181,-0.006823164171552432,-0.0231262443366506,1.3102064631531976e-05,-0.03405567301881887,-0.0057448536010433135,-0.010236883203486036,-0.026802439581645344,-0.0025823806839007334,-0.018216880114434546,0.004689010739608281,-0.0198041766329991,0.0029630615804674687,-0.00421268935975547,-0.022100001779424568,-0.005942538712934849,-0.013536092608092657,-0.01470394569491987,-0.019210469627173318,0.0086266222831133,-0.002862666051527428,-0.002017056357680029,-5.162340593804586e-06,0.0032871914398482052,0.006456694361079696,-1.924230455020888e-06,0.023821149546620464,0.025343103903009125,0.0006559504681785347,-0.017270489821401527,-0.006173017332006744,0.03295928265947827,0.01241391492717722,-0.007779477927766624,-0.016345536807905278,-0.01493726070970124,0.00862869699602729,0.0034366077463145917,0.01744189591165097,0.028698831909478723,0.022576382267605128,-0.007994321486357417
8,patient5_B12,0.04302631364776409,0.025705992454242953,-0.004435803540256881,-0.00788185504087389,-0.029509089955531954,0.048878702020582476,-0.025671224677509753,-0.008885487260136316,0.037468209903244905,-0.04266580958470351,-0.06169826598378936,0.030626355237175856,-0.020830341651783265,-0.0013370865898111347,0.017775210780815294,0.005407590662146787,0.002818227539738956,-0.008581593700308483,0.015501326054246933,0.032878976121402,-0.053201648166014096,-0.0407207177780856,-0.007186078523321744,0.03899928637393712,0.005646718666958997,-0.05264524537393046,-0.008009949803216534,-0.003611510702281757,0.024495405282395483,0.024216938540100826,-0.03362822788523746,0.010259478188453233,-0.02303799204153621,-0.01758925399482503,0.01840242649180442,-0.004617237707381299,-0.022613601208050206,0.01569148173074563,0.008289041321624939,0.041914667723717706,-0.04045600507692703,-0.012178143660038094,-0.00546826707666835,0.02810493302066676,-0.001707018331537768,0.058973626030587104,0.04763317384389401,0.06763707612585135,-0.06451377252798136,0.015368914470064074
9,patient5_B13,0.045023959787031415,0.046863120807190045,-0.03280484984317299,-0.010030134101553529,-0.032552239064230146,-0.011061969675321873,0.002395617908256901,-0.0058804196037065375,-0.01190194134731614,0.0764060300866904,0.0029281026311484912,-0.05067867660791489,-0.030033245622895135,-0.006497352361290927,0.016198302670998775,-0.012791336826368349,0.019534590776547976,0.014865798488193683,-0.02137021931910745,-0.011298561119240538,0.0287079857285063,-0.004487026743961929,-0.001256507519421414,0.004327264835257726,-0.007241352968092335,0.0342576060394211,-0.007360921750239287,-0.01024795945968407,-0.00027516459506724575,-0.010624158785235824,0.013889748706359959,0.03521975862827035,0.028216607989788776,0.0022678670955425632,-0.03144116931854969,-0.0347320539848157,0.010133545243968964,-0.0143985248741398,0.010611415349447519,-0.02092760075094444,0.00670831331484833,-0.007075065891160491,-0.0041275470646223895,0.005761676087639766,-0.0150950864256452,0.01513055174898538,-0.006561617371370293,-0.02544991371536343,-0.015292531504582959,0.045541865522007875
